index,text
2272, ואמר רבי יוחנן על אלישע הנקרא אחר כשאמות אכבה עשן מקברו.
2273, כי נח נפשיה דרבי יוחנן פסק קיטרא מקברא דאחר.
2274, ואלו ראיות גמורות שהעתירה מועלת נתברר מכל הדברים שהזכרנו שהשכר המיוחד לעולם הבא אין דרך לכל בריה ליכנס בו ולא לשטן ולא ל זולתו כדי שיחסיר ממנו משיעור מה שהוא ראוי לקבל כלום.
2275, ולא שיזכה החוטא ולא שיתוסף בפורענות יותר ממה שהוא חייב.
2276, כי אלה הם מדות הצדק אבל בעולם הזה אנו יודעים מדרך הדעת שיש יסורין המגיעים לקטנים ולצדיקים מפני שיש להם תקנה בדבר זה לעתיד לבא שהן עתידין לקבל עליהן שכר טוב יותר מכשיעור הצער שאירע להם.
2277, ויש בדבר זה עוד ראיה לבני אדם המצויינין בעבודתו של הקדוש ברוך הוא ותקנת דרכיהם.
2278, וכיון שיתכן עוד שינסה אותם מחמת דברי מקצת הברואים בזמן שהוא יודע שיש להם תקנה בדבר או שיוסיף בנסיונים או יקל ממנו.
2279, כל זה אין בו שום כיעור אף על פי שכבר זה ידוע ומקויים מן הדין.
2280, הרי הכתובים אומרים אותו ענין למען ענותך ולמען נסותך להטיבך באחריתך ונסיון זה מענין איוב שהעיד בו הכתוב כי הוא תם וישר וירא אלהים וסר מרע והתחיל להביא עליו אלו היסורים קשים וחזקים.
2281, ועקר סיבה היתה מדברי השטן.
2282, וביאר הכתוב שלא היה מחוייב בצרות וביסורים שבאו עליו.
2283, אלא הקדוש ברוך הוא התחילן כדי שיגמלהו טובה עליהם ולמען יראו כל הרואים והשומעים אותן קושי יסורים ומתקנים דרכיהם.
2284, כמו שנאמר (איוב ב ג) ותסיתני בו לבלעו חנם אינו חייב מזה שהבאתי עליו אלא לפי שגלוי וידוע לפני כי הוא ממתין ומיחל ביסורים הבאים עליו לכן הבאתי עליו וכדי שיגמלהו טוב בשכרו שהוא יותר מצרות שאירעוהו.
2285, כי יסורים המגיעים לו לאדם בעולם הזה יש מהם מה שמקבלים בתחילה לא על דבר אלא כדי שיזכו ויקבלו עליו גמול טוב ושכר גדול והוא הנקרא חנם.
2286, כי המנוסה בו אינו חייב שיבא עליו.
2287, ומהם מה שהוא פורענות ונקמה על עבירות שכבר קדמו הם והם בדרך החיוב ולא יאמר עליהן חנם ומתחזק דבר זה.
2288," ומתבאר יותר ממה שאמר הקב""ה ליחזקאל ונקוטותם בפניכם בכל הרעות אשר עשו לכל תועבותיהם וידעו כי אני ה' לא על חנם דברתי לעשות להם הרעה הזאת."
2289, מנה חטאתם וביאר הפורענות הבאה עליהם מן הדין האמת הוא שהם חייבים שתבא עליהם ואינם יסורים של חנם.
2290, שכל נסיון שבאים לבני אדם כדי שיזכו ויקבל עליהם שכר טוב כדרך הנסיון של איוב שהי' חנם כדי לזכותו עליהם.
2291, ואמרו בתלמוד בפרק השותפין ובפרק יום הכפורים כי זה השטן שהשטין על איוב הוא מלאך המות ודבר זה אינו רחוק מן הדעת הלא אמור בתורה ויתיצב מלאך ה' בדרך לשטן לו.
2292, וכתיב (במדבר כב לב) הנה אנכי יצאתי לשטן.
2293, וכתיב (שמות ג ב) וירא מלאך ה' נצב בדרך וחרבו שלופה בידו והמלאך שנראה ובידו חרב שלופה הוא מלאך המות.
2294, ולכך אמר לבלעם כי עתה גם אותכה הרגתי.
2295, וכמו כן ראה דוד אותו כמו שנאמר (בראשית יח ב) וישא עיניו וירא את מלאך ה' עומד בין השמים ובין הארץ וחרבו שלופה בידו נטויה על ירושלים ואמר כי נבעת מפני מלאך ה' והוא בלא ספק מלאך המות.
2296, לפי שנשתלח להשחית העם כמו שאמור בענין.
2297, ומלאך ליהושע לחזקו במלחמה.
2298, והזהרה לשטן על איוב רק את נפשו שמור שלא תהרגהו.
2299," ויהי היום ר""ה מלאכים מזכירים מעשה בני אדם אם טוב אם רע ומבקשים לפני הקב""ה להסיר הספק מבני אדם שאומר למה הצדיקים בנעימות בעולם הזה ומביא עליהם יסורים להודיע לבני אדם צדקותיהם."
2300, וכדי להראות אתנניהם לבריות וכתיב (דברי הימים ב' יח יח) את ה' יושב על כסאו וכל צבא השמים עומדים עליו מימינו ומשמאלו וכתיב (דניאל ז י) דינא יתיב וספרין פתיחו.
2301, והוא אין צריך ספר כי הוא יודע המחשבות עד שלא נוצרו אלא כמנהגנו דברה תורה בלשון בני אדם.
2302, ומביא יסורין על הצדיקים עבור דברי השטן.
2303," לפי שבר""ה פוקד כל היצורים אנו תוקעים לזכור לנו עקידת יצחק ולערבב את השטן לדחותו מעלינו"
2304,מי שהיו עונותיו מרובין וזכיותיו קלות ומעוטות היאך יהיה בעסק השכר והפורענות.
2305, אנו אומרים כי מכח הדעת אין ראוי לו קיבול שכר ונשאר הדבר.
2306, אחר כך נאמר בשאלה זו שני דברים.
2307, הראשונה שאמרו כי בשביל צדקותיו פוחתין לו מפורענות.
2308," כגון שהיה חייב ק' חלקים מכאב הפורענות וראוי לקבל על השכר הטוב על צדקותיו ב' חלקים כגון זה נפרעים ממנו צ""ח חלקים של פורענות ונופלים מעליו ב' חלקים כנגד אותם ב' חלקים."
2309, והשני דברי מי שאמר גומלין אותו על זכיותיו.
2310, ותשאר הפורענות שלימה לעולם הבא לעתיד לבא.
2311, וזה דבר שוה לתרגום ומשלם לשונאיו אל פניו להאבידו.
2312, ומי שסובר דבר זה הביא ראיה ממה שנאמר (מלכים א' יד יג) כי זה לבדו יבא לירבעם אל קבר יען נמצא בו דבר טוב פירוש בשכר.
2313, ועתה היאך יתכן שאין אנו סבורים אחר דעתו של תרגום בדבר זה במקום שהכל מודים שהתרגום עזרא הסופר נשתמש בו כדאיתא במסכת מגילה ואין שום טענה על דברי התרגום נראה אין שכר בעולם הבא אין שונאי ישראל ראוין לכך ומי שרבו עונותיו ונתמעטו זכיותיו אינו ראוי לקבל שכר כלום ומשפיע לו טובה בשביל עסקיו.
2314, וזה הנועם והעדון שמקבל בעולם הזה.
2315," אין ממיר השכר לפי שבו דאגון וראוי שיגיע בו לשונאי כמו לאוהבי ה' נמצאו דברי המתרגם מקוימים ואין לשמוע לחולק על המתרגם והתלמוד אומר בעולם הזה למה הרשעים דומין לאילן שכולו עומד במקום טומאה ונופו עומד במקום טהרה נקצץ נופו נמצא שכלו עומד במקום טמא כך הקב""ה משפיע טובה לרשעים בעולם הזה כדי שירשו מדרגה תחתונה שבשאול שנא' יש דרך ישר לפני איש ואחריתה דרכי מות."
2316, ואמרו כל מי שעונותיו מרובין מזכיותיו מטיבים לו כמו שקיים כל התורה כולה.
2317, ואומר שאת פני רשע לא טוב שנושאים להם פנים בעולם הזה ואומר אל אמונה ואין עול צדיק וישר הוא משלם שכר בעולם הזה לרשעים על מצות קלות.
2318, ואין עול משלם לצדיקים פורענות על עבירות בעולם הזה.
2319," מי שחטאיו מרובין אין לו שכר בעה""ב כלום."
2320," פושעי ישראל בגופן כי לית להו תקנתא מרוב עונות לכך מנעים עליו הקב""ה בעולם הזה כדי לאבדו מן העולם הבא ומייסר הצדיקים בעולם הזה כדי להטיבם באחריתם."
2321," ומצינו שהכתוב שוה לדברי התרגום ומחזקו ומקיימו שנאמר באחאב לאחר שנאמר בו כי לא היה כאחאב אשר התמכר לעשות הרע בעיני ה' ללכת אחרי הגלולים נאמר כאלה בסמוך לו ויהי כשמוע אחאב את הדברים האלה ויקרע את בגדיו ונאמר (מלכים א' כא כט) לא אביא הרעה בימיו בימי בנו אביא הרעה על ביתו אע""פ שעונותיו מרובין נתן לו שכרו והשפיע לו טובה הרי סמך לתרגום."
2322," כתיב (במדבר יד כא) ואולם חי אני אמר לו הקב""ה למשה החייתני בדבריך שראה הקב""ה אם יהרגם במעשה המרגלים שיאמרו אין יכולת בפני מלכנו."
2323," אמר קבלתי עתירתך נתקיים לכל העולם שאני חי לעד בעל היכולת והגבורה: עד הנה דברי רב ניסים גאון זצ""ל"
2324,העתקת רבינו יצחק האלפסי<br/>בית שמאי אומרים צדיקים נכתבים ונחתמים לאלתר לחיים עד ורשעים נכתבים ונחתמים לגיהנם.
2325, מיד בינונים שעונותיהם וזכיותיהם שוין יורדים לגיהנם ומצפצפים ועולים.
2326," בינונים דקאמר ב""ה ורב חסד מטה כלפי חסד."
2327, דוקא שאין בכלל עונותיהם עון פושעי ישראל בגופן ומאי היא קרקפתא דלא מנח תפלין מעולם.
2328, אבל אם בכלל מחצה עונותיהם עון פושעי ישראל בגופן מעולם מצפצפים ועולין.
2329," אבל שעונותיו מרובין מזכיותיו ובכללן עון פושעי ישראל בגופן וכן פושעי אומו' העולם והן עוברי עבירה כגון עריות יורדים לגיהנם ונדונים י""ב חודש."
2330," לאחר י""ב חודש גופן כלה ונשמתן נשרפת ורוח מפזרתן תחת כפות רגלי הצדיקים."
2331, אבל הממירים והמסורות והמינים והאפיקורסים ושכפרו בתחיית המתים ושפרשו מדרכי צבור ושנתנו חתיתם בארץ החיים וכן פרנסים המטילים אימה יתירה על הצבור שלא לשם שמים ושחטאו ושהחטיאו הרבים כגון ירבעם בן נבט וחביריו יורדים לגיהנם ונדונים בו לדורי דורות.
2332, אמר רב יהודה כל פרנס המטיל אימה יתירה על הצבור וכו'.
2333," ורב חסד ב""ה אומר מטה כלפי חסד פירש רבי יוחנן מעביר."
2334, וקיימא לן הני כלהו שמת בלא תשובה.
2335, אבל אם מת בתשובה אין מזכירין לו שום עונות.
2336," שנאמר (יחזקאל לג יב) ורשעת הרשע לא יכשל בו ביום שובו מרשעו אלא הקב""ה מוחל לו כל עונותיו ונותנו במחיצתן של צדיקים"
2337,אמר רבא כל המעביר על מדותיו מעבירין לו על כל פשעיו שנאמר (מיכה ז יח) נושא עון ועובר על פשע.
2338, למי נושא עון למי שהוא עובר על פשע.
2339, בינונים עד עשור תלוים.
2340, ולא בינונים ממש.
2341," כי אי אפשר לצמצם שלא יכריע כף חובה או כף זכות בהכרע כל דהוא ואם שוים הרי רב חסד מטה כלפי חסד אלא אע""פ שכף חובה מכרעת נקרא בינוני שאותו עון שמכריע יותר מן הזכות אינו גדול שימות בה."
2342," ואם זכיות מכריעות ואין הזכות שמכריע גדול כל כך שיחיה בו אע""פ שמכריע שיוכל להחיותו מן המות נקרא בינוני שהרי רבה בר נחמני אמר אנו בינונים."
2343," אמר אביי א""כ לא שבקת חיי לכל בריה."
2344, ולא נוכל לומר שהוא אמר בזה הענין כמו שהוא אומר במקום אחר לעולם יראה אדם עצמו כמו בינוני מחצה עונות ומחצה זכיות אם עשה זכות אחד הרי הכריע את עצמו ואת כל העולם לטובה.
2345," כי על זה לא היה משיב אביי אם כן לא שבקת חיי לכל בריה אלא בינונים אע""פ שמכריע זכות או חובה שכל כך אין בזכות המכריע להחיותו בו."
2346," שאם אדם בינוני תלוי עד יום הכפורים גם בי""ה יהא בינוני פעמים רב חסד מטה כלפי חסד."
2347," ועוד זכות יה""כ מכריע והוא שזכיותיו מן גמילות חסדים."
2348, והוא מועיל לו שיתפללו עליו.
2349, וזהו כי ברבים היו עמדי רבים לא נאמר אלא ברבים בשביל רבים.
2350," ואם חטא לרבים אע""פ שרוב זכיות עשה פעמים שלוקה בזה העולם או מיתה או הוא או זרעו או ממונו או שאר צער ופעמים נושאים פני אבותיו ומאריכים לו אע""פ שרבו עונותיו כמו למנשה או שזכה במועט ופורעים לו."
2351, ויש צדיקים שמתים על שגגות כדי שילמדו אחרים מזה.
2352, כאותו תלמיד ששאל אליהו זכור לטוב לאשתו בימי ליבונך מהו אצלך וזה לא היה מן התורה בפי'.
2353, וכן כדו בר קיימת קמי מרך כדי שילמדו אחרים ממנו וכגון עוזא.
2354, ויש שימות שמשנה מנהג הראשונים כגון פיוטים שהורגלו לומר קרובץ דרבינו משולם שאחד אמר קרובץ אחרת ומת בתוך שלשי' יום ואחד לא רצה לומר אין צור חלף ומת בתוך שלשים יום שאין עון זה מן התורה אלא אל תשיג גבול עולם.
2355, ופעמים שהאב הצדיק מצדיק את זרעו וכששומע שנגזר רע על זרעו הוא מקבל עינוי בקבר כדי לפדות את זרעו ואף צדיק בשביל צדיק אחר שנאמר (שמואל א' יב טו) והיתה יד ה' בכם ובאבותיכם ופעמים כשלוקים הבנים מעמידים אבותיהם שם כשהיה בידם למחות ולא מיחו.
2356, או כשגרם עון אביהם או פעמים מעמידים הצדיק שם שנא' וירא ישראל את היד הגדולה ישראל סבא.
2357, וכתיב (תהלים נח יא) ישמח צדיק כי חזה נקם אשר עשה ה' במצרים מצרים סבא כדי להדאיב בשרו ונפשו שנאמר (איוב יד כב) אך בשרו עליו יכאב ונפשו עליו תאבל.
2358, וכתיב גבי עלי הכהן (שמואל א ב לג) להדאיב את נפשך.
2359, אף עלי בכלל.
2360, וצדיק שמת על השגגה לעתיד מקבל שכר על מיתתו.
2361, שלא מת אלא על השגגה.
2362, או על דבר קטן בשביל אחרים שנא' הן צדיק בארץ ישולם אף כי רשע וחוטא.
2363, וכתיב (משלי יג כג) יש נספה בלא משפט וראוי לקבל שכר ויש שלוקה בשביל שהי' שמח במפלת חבירו שנאמר שמח לאיד לא ינקה וכתיב (איכה ד כא) שישי ושמחי בת אדום יושבת בארץ עוץ גם עליך תעבר כוס וכתיב (איכה א כא) שמעו רעתי ששו.
2364, וכתיב (איכה א כא) הבאת יום קראת ויהיו כמוני.
2365, וכל המצטער על צער רשעים שהיו אכזריים נפרעים ממנו וכתיב (משלי יא י) באבוד רשעים רנה.
2366, וכשתבא שמחה או טובה לצדיק מצוה לשמוח שנאמר ביום טובה היה בטוב וכתיב (תהלים קו ד) זכרני ה' ברצון עמך פקדני בישועתך מה גרם כי עסקתי לראות בטובת בחיריך ולשמוח בשמחת גויך
2367,"שלשה ספרים נפתחים בר""ה של צדיקים של זדים ושל מעשיו שקולים עד עשור יום."
2368," אחד אם הוא בינוני בר""ה."
2369," א""ת רב חסד מטה כלפי חסד א""כ למה צריך ג' ספרים בר""ה אלא בר""ה בינונים אין מטים כלפי חסד אלא בינונים בי""ה רב חסד מטה כלפי חסד ועוד לא בינונים ממש אלא עשרה זכיות ועשרה עבירות כיוצא בהם ועוד עבירה קטנה ואין בה שיהא חייב מיתה ואם עשרה עבירות ועשרה זכיות כיוצא בהן."
2370, ועוד זכות שאינו גדול כל כך כדי שיהא ראוי להצילו מן המות בשביל הנוסף כל זה נקרא בינוני עד שיהא בעון כדי שיהא ראוי לחייבו מיתה ובזכות שיהא ראוי להחיותו עדיין הוא בינוני ואם עשרה עבירות שכלם מצטרפים למות ועשרה זכיות להנצל או אחד עשרה אפילו אין עוד קטנה מצטרף להכריע בתפילה שלמה להרשיע רשע לתת לו דרכו בראשו ולא אמר כרשעתו כמו לצדיק כצדקתו כי מדת פורענות אין עושה פירות ועוד מדה במדה אבל צדיק טובות במדה ויותר טובות וצדיקים עיקר מוצנע להם לעולם הבא שנאמר (תהלים לא כ) מה רב טובך אשר צפנת ליראיך.
2371, ורשעים פורענות מוצנע להם לעולם הבא שנאמר (מלאכי ג טז) ויכתב ספר זכרון לפניו.
2372, וכתיב והיו לי אמר ה' צבאו' ליום אשר אני עושה סגולה ושבתם וראיתם בין צדיק לרשע בין עובד אלהים לאשר לא עבדו ובעולם הזה מה שנהנים הצדיקים עבור תפלתם כעניים הצועקים בשערי העשירים.
2373, ואל יאמר ירא שמים אני צדיק ופלוני רשע אני יורד והוא עולה.
2374, הוא עשיר ואני עני.
2375," ולמה אשתמרה מעוני והוא עושה מה שלבו חפץ ומעשיו מצליחים לפי שהקב""ה רוצה לטרדו מן העולם ואינו ממהר ליפרע ממנו אבל הרשע הקדוש ברוך הוא נפרע ממנו לעולם הבא ועוד הוא נולד במזל שהוא עשיר והצדיק נולד במזל עני ועתה לא יאבד ממונו בדבר קל והצדיק אם נברא במזל עני כמה זכיות צריך עד שיבטל המזל אברהם נולד במזל שלא יהיה לו בן אם לא שגרמו זכיות גדולות לא היה לו בן לכך צריך צדיק לשמור עצמו מעבירות ואל יקנא בעושי עולה כי אם יעשה זכיות מרובים אוי לרשע אוי לשכנו ביום יפקד חרון אף"
2376,אמרו צדיק נוטל חלקו וחלק חבירו רשע בעדן ונוטל רשע חלקו וחלק חבירו צדיק בגיהנם ויחלץ צדיק מצרה ויבא רשע תחתיו
2377,תאנא שני סופרים יש בגיהנם כותבים זה מקום פלוני וזה מקום פלוני כי נכון לכל איש בין טוב ובין רע מקומו בגן עדן ובגיהנם הרשע מביאים אותו להושיבו בגיהנם במקום שכתבו הסופרים זה מקום פלוני הצדיק הנפסד על ידו בעולם הזה.
2378," והוא רואה שכתוב שם זה מקום פלוני אומר להם למה תושיבוני במקום שאינו שלי ואומר לו תחת כי הוא נפס' על ידך תשב במקומו ויפטר ובבוא הצדיק בגן עדן יושיבוהו במקום הרשע שהפסיד אותו כי לכך נענש הצדיק על ידי הרשע שיטול חלקו בג""ע ורואה הצדיק שכתוב בו מקום פלוני שהוא אותו שהפסידו אומר הצדיק למה תושיבוני במקום שאינו שלי אומרין לו כי הפסדת על ידו"
2379,הרי כתיב (משלי יא ד) לא יועיל הון ביום עברה וצדקה תציל ממות שתי פעמים כתוב במשלי זה הפסוק שאם עשה צדקה ומשפט והשני אם לא עשה צדקה אלא אמר לאחרים שיעשו כי אין לו במה ליתן צדקה ואמר לאחרים תנו צדקה הרי לכך שני פעמים במשלי זה הפסוק ועוד הנותן והניתן בשבילו בעולם הזה.
2380, ולעתיד לא יועיל הון ביום עברה למחטיא שמנע אחרים מליתן ומלעשות.
2381, ואם לא למד ולא עשה שלא זכה במצות ובמעשים טובים אם לא נתן בחייו או לא נתן ממונו בחייו ביד נאמן לתת לאחר מותו.
2382, אילו היה אחרים נותנים בשבילו בית מלא זהב בשביל המת לא יועיל זה זוכה וזה נהנה אינו מועיל כי אילו היה כן מה הפסיד הרשע הרי נהנה בעולם הזה ולעתיד ירש גן עדן בטורח של זה.
2383, אם זכה וכמו כן עשה עבירות יכול החי בשבילו להתענו' או להתפלל שימעטו פורענותו כנגד מה שהחי מקבל פורענות וצדקה למעט פורענותו או להרבות פורענותו כנגד העבירות אם לאחר מיתה יכול לומר אני אקבל עלי שום צער כדי להוציאו זה דוקא אם זכה וחטא אבל אם לא זכה לא יועיל הרי ר' מאיר התפלל בשביל אחר להכניסו בגיהנם כדי שישארו לו זכיותיו ויאכל לעתיד לבא ורבי יוחנן הוציאו מן הפורענות ואפשר שקבל רבי יוחנן שום עינוי או עשה צדקה שיהא שקול כנגד הרעות.
2384, וכן שמואל שהכניס את לוי וכן רבי שמעון בן יוחאי שרצה לפטור את העולם מן הדין מפני שכך אמר ראיתי בני עליה והמה מועטים אם שנים הם אני ובני הם ואמר כך אני עשיתי זכיות הרבה וקבלתי צער וענוים הרבה במערה.
2385, ולא בשביל עונותי הרי ענויים שלא כדין קבלתי.
2386, ואותם הייתי שוקל כנגד עינוי שראוי לבא לרשעים על עונותיהם.
2387, ובזה הייתי פוטרו מן הדין מיום הדין.
2388, ואם יש להם זכות בזה לא יפסידו.
2389, ואם זכות אין להם גן עדן אין להם.
2390, אף על פי שפוטרן כי לא יתכן לתת עולם הבא למי שלא עמל בו וכתיב (ירמיהו ח א) ויוציאו עצמות מלכי יהודה וחזקיה גירר עצמות אביו להיות לו כפרה לפי שכתוב ותהי עונותיהם על עצמותם ולכך מועיל צדק' לאחר מיתה וכתי' והתודו את עונם ואת עון אבותם.
2391, וכתיב (במדבר יד יח) פוקד עון אבות על בנים וכתיב (תהלים קט יד) יזכר עון אבותיו וחטאת אמו אל תמח
2392,כתוב בספר התשובה של רב סעדיה גאון בשביל שבעה דברים אין תפלתו של אדם נשמעת ואין עתירתו מתקבלת.
2393," וראי' לדבר ממשה רבינו כיון שנגזר עליו שלא יכנס לארץ אע""פ שנתחנן לא נעתר פלול שלו כמו שנאמר (דברים ג כג) ואתחנן אל ה' בעת ההיא וכך נענ' לו רב לך אל תוסף דבר אלי עוד בדבר הזה והשנית המתפלל בלא כוונת הלב אין תפלתו נשמעת כמו שכתוב ויפתוהו בפיהם ולבם לא נכון עמו."
2394, והשלישית השונא את התורה ואינו מקשיב לדברי תורה אין תפלתו נשמעת וכן כתיב (משלי כח ט) מסיר אזנו משמוע תורה גם תפלתו תועבה.
2395, והרביעית מי שאינו משיב לדברי העני ואוטם אזנו מזעקתו.
2396, שנאמר (משלי כא יג) אוטם אזנו מזעקת דל גם הוא יקרא ולא יענה.
2397, והחמישי מי שעושק וגוזל ואוכל את האסור לו אין תפלתו נשמעת כמו שכתוב ואשר אכלו שאר עמי וגו' אז יצעקו אל ה' ולא יענה אותם.
2398, והששי המתפלל בלא נקיות וטהרה.
2399, אין תפלתו נשמעת כמו שכתוב גם כי תרבו תפלה אינני שומע ידיכם דמים מלאו.
2400, והשביעי אשר גברו עונותיו עצמו משובותיו והוא מתפלל בלי עשות תשוב'.
2401, אין תפלתו נשמעת כדכתיב (זכריה ז יג) ויהי כאשר קרא ולא שמע
2402,וראוי שנדע כי כל העונות מתכפרות בתשובה אלא עון המתעה את הרבים והמתע' אותם בנימוס רע ובטעות רע ובהוראה שהורה אותם שלא כתורה ושלא כהלכה לימדם.
2403, אין עונו מתכפר מפני שאין יכול לתקן מה שעיות.
2404, ואינו יכול להשיב את הרעות אשר לימד אותם וחטאת הרבים תלויה בו ועליו נאמר (משלי כח י) משגה ישרים בדרך רע.
2405, והשנית מי שמוציא שם רע על חבירו חרפו בחרפה אשר אינו חשוד בה ולא הכירה אין עונו מתכפר מפני שאינו יכול לתקן מה שעיות.
2406, ואינו יכול להשיב חרפת חבירו עליו נאמר (משלי כה י) פן יחסדך שומע.
2407, והשלישית מי שיש בידו גזל ועושק ואינו משיב גזילתו ועליו נאמר (ויקרא ה כג) והיה כי יחטא ואשם והשיב את הגזילה אשר גזל.
2408, ועוד כתיב (יחזקאל לג טו) חבל רשע ישיב גזילה לכך אם מת בעל הגזילה.
2409, חייב הגוזל להשיב ולהחזיר הגזילה ליורשי המת.
2410, שנא' לאשר הוא לו יתננו ביום אשמתו.
2411, ואם אין לו יורשים חייב הגוזל להפקירם ולעשותם קדש.
2412," ועוד יש מן העונו' שאין מתכפרי' אלא לאחר נקמה ופרעון בעה""ז."
2413, והם ד'.
2414, הראשונה שבועת שקר.
2415, ובה נאמר (שמות כ ו) כי לא ינקה ה' את אשר ישא את שמו לשוא.
2416, השני שופך דם נקי כמו שכתו' ונקיתי דמם לא נקיתי.
2417, השלישי הנואף עם אשת איש כמו שכתוב הבא אל אשת רעהו לא ינק' כל הנוגע בה.
2418," הרביעי המעיד עדות שקר ככתוב עד שקרים לא ינקה אלו עונות אם יעשה אדם אות' ויעשה מהם תשובה יפרע ממנו היוצר בעולם הזה בפרעון קל בשביל שנאמר בהן לא ינקה ואח""כ ינצל מדינה של גיהנם וגם יש רשע שבכלל עונותיו נצורים ושמורי' ליום הדין."
2419, ואחר כך שב מרשע' ועושה תשובה וחזר מחטאו ועזב חובתו ונתחייב שילקה על זדונו בזה העולם וילקה וינקם ממנו בעולם הזה על אשמתו.
2420, כדי שיקרע גזר דינו.
2421, וכיון ששב מרשעו ועשה תשובה.
2422, התחילו היסורים לבא עליו.
2423, והנגעים שולטים בו.
2424, לפיכך תמהו כל רואיו ממעשיו.
2425, וחשבו בלבם שמא אלו היסורים הם פרי הצדקות שהתחיל לעשות.
2426, ונתפתו בו השוגגים וטעו בזה הדבר אחר הרהורים ולא ידעו היסורים שבאו עליו הם פרי העונות הראשונו' שעש'.
2427, וכיון שמתנחם עליהם ועוזבם ועושה תשובה.
2428," כבר בטלו מלשמור אותם לעוה""ב."
2429," נידון עליהם בעוה""ז לפיכך יאחז צדיק דרכו: עד כאן העתקתי מספר שיסד רבינו סעדיה גאון ז""ל"
2430,כתיב (משלי כה יז) הוקר רגלך מבית רעך הרי שני חברים ולאחד אשה נאה.
2431, מוטב שיבא לביתך ואתה הוקר רגלך מביתו.
2432, מכל מה שכתוב בשיר השירים צריך להזהר שלא ישמע קול אשה והוא הדין לאשה שלא תשמע קול איש.
2433, שמכל שהאיש מוזהר האשה מוזהרת.
2434, ודע שכל אשה שהיא הולכת לפני בית איש ומתחלה לא הרימה קולה אבל כשהולכת לפני בית איש משמעת קול הרי כוונתה לרעה.
2435, וכן האיש.
2436, ולכך כל הרגילים בזה עליהם נאמר (ישעיהו סה יג) הנה עבדי ירונו מטוב לב ואתם תצעקו מכאב לב ומשבר רוח תיילילו.
2437, ושיער באשה ערוה שנאמר (שיר השירים ד א) שערך כעדר העזים גם לא יזכה לראות שער רישיה כעמר נקי ואם נזהר מלראו' באשה יראה את הכבוד כדכתיב (ישעיהו לג יז) מלך ביופיו תחזינה עיניך.
2438, וגם אם שער ראשו יפה ואינו נזהר בו לוקה כאבשלום שנתלה בשערו ובכל דבר שאינו נזהר ילקה בגופו.
2439, ומי שנזהר מלהסתכל באשה ואינו נזה' מבגדים חמודות של נשים הרי ילקה בבגדיו ולא יראה במעש' לבושו של כבוד.
2440, לא יושיב אדם רשעים אצל צדיקים ולא צדיקים אצל רשעים כדכתיב (תהלים א א) אשרי האיש אשר לא הלך בעצ' רשעים ובדרך חטאים לא עמד ובמושב לצים לא ישב לכך לא יושיב אדם רשעים אצל צדיקים.
2441, ולא צדיקים אצל רשעים.
2442, ולא בדין ולא בעצה לא בסעודה ולא יתחבר עמהם.
2443, שהרי כתיב (דברים כב ט) לא תזרע כרמך כלאים חטה ושעורה וחרצן במפולת יד כי היין משמח ומשכר ומאבד דעת שותהו.
2444, לכן לא יתכן מי ששותה ואין בו דעת.
2445, וכתיב (הושע ד יא) זנות יין ותירוש יקח לב.
2446, ואין הסובא חושש בלחם ואינו מרגיש בגופו דכתיב (תהלים עח כה) לחם אבירים אכל איש פת שחרית מבטל דברים רעים.
2447, ורוח רעה ומוסיף חכמה וכו'.
2448, וכל מה שאמרו חכמים בפת שחרית כנגדו להפך ביין.
2449, לכך לא תזרע כרמך כלאים.
2450, לכך לא יושיב אדם שותים יין אצל טובים שנאמר (משלי כג כ) אל תהי בסובאי יין אל תהי סובא יין אין כתיב כאן אלא אל תהי בסובאי לומר לך אל תעמוד ואל תשב ביניהם.
2451, כי מה טובו ומה יופיו דגן בחורים ותירוש ינובב בתולות אל תזרע כרמך כלאים
2452,"כתיב (שמות לג ה) הורד עדיך מעליך ואדע' מה אעשה לך הודיענו שבעל תשובה לא ילבש בגדי חמודות וביום הכפורים לפי שהוא י""ט לא צוה שלא ללבוש בגדי חמודות מפני שני דברים."
2453, שנתוספו קרבן מוספים ואיסור מלאכה וכתיב (ישעיהו כו טו) יספת לגוי יספת נכבדת כשיש ביום שני תוספת קרבן מוסף ואיסור מלאכה צריך לכבדו בבגדים שכתוב בהם לכבוד ולתפארת לכך נאמר (ישעיהו כו טו) יספת ועוד ביום שיוכל לקרוע בגדים יש שק שנאמר (מלכים ב כב יא) ויהי כשמוע המלך את דברי האשה ויקרע את בגדיו והוא עובר על החומ' וירא העם והנה השק על בשרו מבית.
2454," הרי השק למטה ולמעלה בגדיו אבל ביה""כ שאינו יכול לקרוע אין שק"
2455,כתיב (יואל ב יב) שובו עדי בכל לבבכם בצום ובכי ומספד וקרעו לבבכם ואל בגדיכם ושובו.
2456, זה יום הכפורים שאין בו קריעת בגדים.
2457, וכתיב (יונה ג ט) מי יודע ישוב ונחם והשאיר אחריו ברכה אחריו ולא לפניו זה יום הכפורים שאין מברכים על היין לפניו.
2458, אלא מבדילים על הכוס לאחריו.
2459, שאם לא תאמר שביום הכפורים מדבר למה אמר וקרעו לבבכם ואל בגדיכם.
2460, והלא מצינו הצדיקים שקורעים על צרתם אלא ביום הכיפורים מדבר.
2461, צריך לקרוע הלב ולא הבגדים
2462,אמר רבי יהודה אין היחיד מסגף עצמו בתענית שמא יצטרך לבריות.
